------------------------------------------------------------------------------------------
--- Kernel logs (dmesg) ---
<3>[14106.613489] DL data not available
<3>[14106.633497] DL data not available
<3>[14106.682242] msm8952-asoc-wcd c051000.sound: msm8952_wsa_switch_event: no wsa switch supply
<3>[14106.702580] enable_spk_ext_pa: gpio_num:96, Enable external speaker PA
<3>[14106.736804] DL data not available
<3>[14106.756809] DL data not available
<3>[14106.776810] DL data not available
<3>[14106.796811] DL data not available
<3>[14106.816804] DL data not available
<3>[14106.836802] DL data not available
<3>[14106.856807] DL data not available
<3>[14106.876800] DL data not available
<3>[14106.896804] DL data not available
<3>[14106.916807] DL data not available
<3>[14106.936792] DL data not available
<3>[14106.952193] adm_callback: cmd = 0x10328 returned error = 0x2
<3>[14106.952234] send_adm_cal_block: DSP returned error[ADSP_EBADPARAM]
<3>[14106.956833] DL data not available
<3>[14106.976814] DL data not available
<3>[14106.996805] DL data not available
<3>[14107.016814] DL data not available
<3>[14107.036826] DL data not available
<3>[14107.056844] DL data not available
<3>[14107.137772] enable_spk_ext_pa: gpio_num:96, Disable external speaker PA
<3>[14107.180996] msm8952-asoc-wcd c051000.sound: msm8952_wsa_switch_event: no wsa switch supply
<3>[14107.188924] msm8952-asoc-wcd c051000.sound: msm8952_wsa_switch_event: no wsa switch supply
<3>[14107.203479] enable_spk_ext_pa: gpio_num:96, Enable external speaker PA
<3>[14107.221321] adm_callback: cmd = 0x10328 returned error = 0x2
<3>[14107.221377] send_adm_cal_block: DSP returned error[ADSP_EBADPARAM]
<3>[14107.279696] enable_spk_ext_pa: gpio_num:96, Disable external speaker PA
<3>[14107.341049] msm8952-asoc-wcd c051000.sound: msm8952_wsa_switch_event: no wsa switch supply
<3>[14107.348189] msm8952-asoc-wcd c051000.sound: msm8952_wsa_switch_event: no wsa switch supply
<3>[14107.362864] enable_spk_ext_pa: gpio_num:96, Enable external speaker PA
<3>[14107.380576] adm_callback: cmd = 0x10328 returned error = 0x2
<3>[14107.380613] send_adm_cal_block: DSP returned error[ADSP_EBADPARAM]
<3>[14107.511804] DL data not available
<3>[14107.512088] qdsp_cvp_callback: cmd = 0x112c2 returned error = 0x9
<3>[14107.512121] voice_send_vol_step_cmd: DSP returned error[ADSP_EALREADY]
<3>[14107.531815] DL data not available
<3>[14107.551821] DL data not available
<3>[14107.571860] DL data not available
<3>[14107.591806] DL data not available
<3>[14107.611803] DL data not available
<3>[14107.631805] DL data not available
<3>[14107.651810] DL data not available
<3>[14107.671811] DL data not available
<3>[14107.691823] DL data not available
<3>[14107.711805] DL data not available
<3>[14107.731807] DL data not available
<3>[14107.751844] DL data not available
<3>[14107.771832] DL data not available
<3>[14107.859782] enable_spk_ext_pa: gpio_num:96, Disable external speaker PA
<3>[14107.910966] msm8952-asoc-wcd c051000.sound: msm8952_wsa_switch_event: no wsa switch supply
<3>[14107.917081] msm8952-asoc-wcd c051000.sound: msm8952_wsa_switch_event: no wsa switch supply
<3>[14107.932834] enable_spk_ext_pa: gpio_num:96, Enable external speaker PA
<3>[14107.949708] adm_callback: cmd = 0x10328 returned error = 0x2
<3>[14107.949762] send_adm_cal_block: DSP returned error[ADSP_EBADPARAM]
<3>[14108.312747] enable_spk_ext_pa: gpio_num:96, Disable external speaker PA
<3>[14108.361022] msm8952-asoc-wcd c051000.sound: msm8952_wsa_switch_event: no wsa switch supply
<3>[14108.807027] DL data not available
<3>[14108.810499] qdsp_cvp_callback: cmd = 0x112c2 returned error = 0x9
<3>[14108.810531] voice_send_vol_step_cmd: DSP returned error[ADSP_EALREADY]
<3>[14108.827042] DL data not available
<3>[14108.847049] DL data not available
<3>[14108.867031] DL data not available
<3>[14108.887048] DL data not available
<3>[14108.907040] DL data not available
<3>[14108.927040] DL data not available
<3>[14108.947042] DL data not available
<3>[14108.967039] DL data not available
<3>[14108.987041] DL data not available
<3>[14109.007043] DL data not available
<3>[14109.027041] DL data not available
<3>[14109.047047] DL data not available
<3>[14109.067040] DL data not available
<3>[14109.087046] DL data not available
<3>[14109.107035] DL data not available
<3>[14109.127037] DL data not available
<3>[14109.147042] DL data not available
<3>[14109.167035] DL data not available
<3>[14109.187043] DL data not available
<3>[14109.207036] DL data not available
<3>[14109.270946] msm8952-asoc-wcd c051000.sound: msm8952_wsa_switch_event: no wsa switch supply
<3>[14109.293131] enable_spk_ext_pa: gpio_num:96, Enable external speaker PA
<3>[14109.324206] DL data not available
<3>[14109.344207] DL data not available
<3>[14109.364197] DL data not available
<3>[14109.384242] DL data not available
<3>[14109.404204] DL data not available
<3>[14109.424213] DL data not available
<3>[14109.444208] DL data not available
<3>[14109.464200] DL data not available
<3>[14109.484227] DL data not available
<3>[14109.504199] DL data not available
<3>[14109.524205] DL data not available
<3>[14109.542373] adm_callback: cmd = 0x10328 returned error = 0x2
<3>[14109.542406] send_adm_cal_block: DSP returned error[ADSP_EBADPARAM]
<3>[14109.544216] DL data not available
<3>[14109.564222] DL data not available
<3>[14109.584266] DL data not available
<3>[14109.604224] DL data not available
<3>[14109.624250] DL data not available
<3>[14109.644209] DL data not available
<3>[14109.715253] enable_spk_ext_pa: gpio_num:96, Disable external speaker PA
<3>[14109.761130] msm8952-asoc-wcd c051000.sound: msm8952_wsa_switch_event: no wsa switch supply
<3>[14109.768130] msm8952-asoc-wcd c051000.sound: msm8952_wsa_switch_event: no wsa switch supply
<3>[14109.783162] enable_spk_ext_pa: gpio_num:96, Enable external speaker PA
<3>[14109.801565] adm_callback: cmd = 0x10328 returned error = 0x2
<3>[14109.801615] send_adm_cal_block: DSP returned error[ADSP_EBADPARAM]
<3>[14109.861535] enable_spk_ext_pa: gpio_num:96, Disable external speaker PA
<3>[14109.910967] msm8952-asoc-wcd c051000.sound: msm8952_wsa_switch_event: no wsa switch supply
<3>[14109.922844] msm8952-asoc-wcd c051000.sound: msm8952_wsa_switch_event: no wsa switch supply
<3>[14109.944758] enable_spk_ext_pa: gpio_num:96, Enable external speaker PA
<3>[14109.964342] adm_callback: cmd = 0x10328 returned error = 0x2
<3>[14109.964397] send_adm_cal_block: DSP returned error[ADSP_EBADPARAM]
<3>[14110.094894] qdsp_cvp_callback: cmd = 0x112c2 returned error = 0x9
<3>[14110.094926] voice_send_vol_step_cmd: DSP returned error[ADSP_EALREADY]
<3>[14110.095792] DL data not available
<3>[14110.115810] DL data not available
<3>[14110.135808] DL data not available
<3>[14110.155814] DL data not available
<3>[14110.175813] DL data not available
<3>[14110.195805] DL data not available
<3>[14110.215799] DL data not available
<3>[14110.235799] DL data not available
<3>[14110.255802] DL data not available
<3>[14110.275811] DL data not available
<3>[14110.295813] DL data not available
<3>[14110.315811] DL data not available
<3>[14110.335806] DL data not available
<3>[14110.355815] DL data not available
<3>[14110.413578] enable_spk_ext_pa: gpio_num:96, Disable external speaker PA
<3>[14110.461014] msm8952-asoc-wcd c051000.sound: msm8952_wsa_switch_event: no wsa switch supply
<3>[14110.554171] DL data not available
<3>[14110.574173] DL data not available
<3>[14110.594153] DL data not available
<3>[14110.614162] DL data not available
<3>[14110.634191] DL data not available
<3>[14110.654198] DL data not available
<3>[14110.674162] DL data not available
<3>[14110.694156] DL data not available
<3>[14110.714154] DL data not available
<3>[14110.734151] DL data not available
<3>[14110.754154] DL data not available
<3>[14110.774165] DL data not available
<3>[14110.921125] qdsp_cvp_callback: cmd = 0x13198 returned error = 0x9
<3>[14110.921163] voice_send_cvp_topology_commit_cmd: DSP returned error[ADSP_EALREADY]
<3>[14110.921171] voc_enable_device:  Set topology commit failed
<3>[14111.112830] qdsp_cvp_callback: cmd = 0x112c2 returned error = 0x1
<3>[14111.112872] voice_send_vol_step_cmd: DSP returned error[ADSP_EFAILED]
<3>[14111.170947] wlan: [9892:E :DAT] dxeTXCompFrame :ARP packet DMA-ed 
<3>[14117.174936] wlan: [9892:E :DAT] dxeTXCompFrame :ARP packet DMA-ed 
<3>[14120.846366] qdsp_cvp_callback: cmd = 0x1307c returned error = 0x9
<3>[14120.846409] voice_send_cvp_deregister_vol_cal_cmd: DSP returned error[ADSP_EALREADY]
<3>[14120.846511] qdsp_cvp_callback: cmd = 0x1307a returned error = 0x9
<3>[14120.846532] voice_send_cvp_deregister_cal_cmd: DSP returned error[ADSP_EALREADY]
<3>[14120.846620] qdsp_cvp_callback: cmd = 0x11372 returned error = 0x9
<3>[14120.846640] voice_send_cvp_deregister_dev_cfg_cmd: DSP returned error[ADSP_EALREADY]
<3>[14121.331113] DL data not available
<3>[14121.337789] qdsp_cvp_callback: cmd = 0x112c2 returned error = 0x9
<3>[14121.337830] voice_send_vol_step_cmd: DSP returned error[ADSP_EALREADY]
<3>[14121.351006] DL data not available
<3>[14121.371035] DL data not available
<3>[14121.391113] DL data not available
<3>[14121.411092] DL data not available
<3>[14121.431147] DL data not available
<3>[14122.172919] DL data not available
<3>[14122.183041] qdsp_cvp_callback: cmd = 0x112c2 returned error = 0x9
<3>[14122.183097] voice_send_vol_step_cmd: DSP returned error[ADSP_EALREADY]
<3>[14122.192897] DL data not available
<3>[14122.212966] DL data not available
<3>[14122.232895] DL data not available
<3>[14122.252885] DL data not available
<3>[14122.272813] DL data not available
<3>[14122.292783] DL data not available
<3>[14122.312892] DL data not available
<3>[14122.332900] DL data not available
<3>[14122.352927] DL data not available
<3>[14122.372903] DL data not available
<3>[14122.392907] DL data not available
<3>[14122.412793] DL data not available
<3>[14122.432894] DL data not available
<3>[14122.453053] DL data not available
<3>[14122.472815] DL data not available
<3>[14122.492814] DL data not available
<3>[14122.512902] DL data not available
<3>[14122.532798] DL data not available
<3>[14122.552804] DL data not available
<3>[14122.572852] DL data not available
<3>[14122.592804] DL data not available
<3>[14122.612789] DL data not available
<3>[14122.632888] DL data not available
<3>[14122.652981] DL data not available
<3>[14122.672933] DL data not available
<3>[14122.692886] DL data not available
<3>[14122.712949] DL data not available
<3>[14122.732886] DL data not available
<3>[14122.752897] DL data not available
<3>[14122.772987] DL data not available
<3>[14122.792890] DL data not available
<3>[14122.812814] DL data not available
<3>[14122.872950] msm8952-asoc-wcd c051000.sound: msm8952_wsa_switch_event: no wsa switch supply
<3>[14122.892411] enable_spk_ext_pa: gpio_num:96, Enable external speaker PA
<3>[14122.927375] DL data not available
<3>[14122.947436] DL data not available
<3>[14122.967382] DL data not available
<3>[14122.987391] DL data not available
<3>[14123.007407] DL data not available
<3>[14123.027392] DL data not available
<3>[14123.047394] DL data not available
<3>[14123.067384] DL data not available
<3>[14123.087394] DL data not available
<3>[14123.107405] DL data not available
<3>[14123.127402] DL data not available
<3>[14123.131844] adm_callback: cmd = 0x10328 returned error = 0x2
<3>[14123.131881] send_adm_cal_block: DSP returned error[ADSP_EBADPARAM]
<3>[14123.147394] DL data not available
<3>[14123.167403] DL data not available
<3>[14123.232601] enable_spk_ext_pa: gpio_num:96, Disable external speaker PA
<3>[14123.281015] msm8952-asoc-wcd c051000.sound: msm8952_wsa_switch_event: no wsa switch supply
<3>[14123.287663] msm8952-asoc-wcd c051000.sound: msm8952_wsa_switch_event: no wsa switch supply
<3>[14123.303410] enable_spk_ext_pa: gpio_num:96, Enable external speaker PA
<3>[14123.316534] adm_callback: cmd = 0x10328 returned error = 0x2
<3>[14123.316579] send_adm_cal_block: DSP returned error[ADSP_EBADPARAM]
<3>[14123.360930] enable_spk_ext_pa: gpio_num:96, Disable external speaker PA
<3>[14123.410961] msm8952-asoc-wcd c051000.sound: msm8952_wsa_switch_event: no wsa switch supply
<3>[14123.419528] msm8952-asoc-wcd c051000.sound: msm8952_wsa_switch_event: no wsa switch supply
<3>[14123.434730] enable_spk_ext_pa: gpio_num:96, Enable external speaker PA
<3>[14123.448602] adm_callback: cmd = 0x10328 returned error = 0x2
<3>[14123.448652] send_adm_cal_block: DSP returned error[ADSP_EBADPARAM]
<3>[14123.573210] DL data not available
<3>[14123.573483] qdsp_cvp_callback: cmd = 0x112c2 returned error = 0x9
<3>[14123.573509] voice_send_vol_step_cmd: DSP returned error[ADSP_EALREADY]
<3>[14123.593113] DL data not available
<3>[14123.613116] DL data not available
<3>[14123.633103] DL data not available
<3>[14123.653112] DL data not available
<3>[14123.673108] DL data not available
<3>[14123.693103] DL data not available
<3>[14123.713116] DL data not available
<3>[14123.733107] DL data not available
<3>[14123.753149] DL data not available
<3>[14123.773132] DL data not available
<3>[14123.793108] DL data not available
<3>[14123.813110] DL data not available
<3>[14123.833106] DL data not available
<3>[14123.948896] DL data not available
<3>[14123.968889] DL data not available
<3>[14123.988885] DL data not available
<3>[14124.008903] DL data not available
<3>[14124.011643] enable_spk_ext_pa: gpio_num:96, Disable external speaker PA
<3>[14124.028933] DL data not available
<3>[14124.048897] DL data not available
<3>[14124.060938] msm8952-asoc-wcd c051000.sound: msm8952_wsa_switch_event: no wsa switch supply
<3>[14124.068917] DL data not available
<3>[14124.088889] DL data not available
<3>[14124.108918] DL data not available
<14>[14124.494865] init: Untracked pid 30368 exited with status 0
<3>[14124.809163] DL data not available
<3>[14124.816047] qdsp_cvp_callback: cmd = 0x112c2 returned error = 0x9
<3>[14124.816083] voice_send_vol_step_cmd: DSP returned error[ADSP_EALREADY]
<3>[14124.829181] DL data not available
<3>[14124.849173] DL data not available
<3>[14124.869170] DL data not available
<14>[14124.875763] init: Untracked pid 30373 exited with status 0
<3>[14124.889183] DL data not available
<3>[14124.909166] DL data not available
<3>[14124.929168] DL data not available
<3>[14124.949169] DL data not available
<3>[14124.969188] DL data not available
<14>[14125.078069] init: Untracked pid 30376 exited with status 0
<3>[14125.124011] DL data not available
<3>[14125.144001] DL data not available
<3>[14125.163993] DL data not available
<14>[14125.168043] init: Untracked pid 30379 exited with status 0
<3>[14125.184007] DL data not available
<3>[14125.204012] DL data not available
<3>[14125.224023] DL data not available
<3>[14125.244019] DL data not available
<14>[14125.261874] init: Untracked pid 30382 exited with status 0
<3>[14125.264025] DL data not available
<3>[14125.284038] DL data not available
<3>[14125.304008] DL data not available
<3>[14125.324015] DL data not available
<3>[14125.344002] DL data not available
<3>[14125.364020] DL data not available
<3>[14125.384010] DL data not available
<3>[14125.403998] DL data not available
<3>[14125.424006] DL data not available
<3>[14125.443999] DL data not available
<14>[14125.487273] init: Untracked pid 30385 exited with status 0
<3>[14125.915493] qdsp_cvp_callback: cmd = 0x112c2 returned error = 0x9
<3>[14125.916265] voice_send_vol_step_cmd: DSP returned error[ADSP_EALREADY]
<3>[14125.928758] DL data not available
<3>[14125.948822] DL data not available
<3>[14125.968773] DL data not available
<3>[14125.988779] DL data not available
<3>[14126.008765] DL data not available
<3>[14126.028770] DL data not available
<3>[14126.048796] DL data not available
<3>[14126.068758] DL data not available
<3>[14126.088750] DL data not available
<3>[14126.227331] qdsp_cvp_callback: cmd = 0x13198 returned error = 0x9
<3>[14126.227360] voice_send_cvp_topology_commit_cmd: DSP returned error[ADSP_EALREADY]
<3>[14126.227366] voc_enable_device:  Set topology commit failed
<3>[14126.423070] qdsp_cvp_callback: cmd = 0x112c2 returned error = 0x1
<3>[14126.424478] voice_send_vol_step_cmd: DSP returned error[ADSP_EFAILED]
<3>[14130.857823] wlan: [9892:E :DAT] dxeTXCompFrame :ARP packet DMA-ed 
<3>[14131.071082] wlan: [9892:E :DAT] dxeTXCompFrame :ARP packet DMA-ed 
<3>[14136.146933] qdsp_cvp_callback: cmd = 0x1307c returned error = 0x9
<3>[14136.147040] voice_send_cvp_deregister_vol_cal_cmd: DSP returned error[ADSP_EALREADY]
<3>[14136.147152] qdsp_cvp_callback: cmd = 0x1307a returned error = 0x9
<3>[14136.147198] voice_send_cvp_deregister_cal_cmd: DSP returned error[ADSP_EALREADY]
<3>[14136.147332] qdsp_cvp_callback: cmd = 0x11372 returned error = 0x9
<3>[14136.147376] voice_send_cvp_deregister_dev_cfg_cmd: DSP returned error[ADSP_EALREADY]
<3>[14136.615765] DL data not available
<3>[14136.620189] qdsp_cvp_callback: cmd = 0x112c2 returned error = 0x9
<3>[14136.620221] voice_send_vol_step_cmd: DSP returned error[ADSP_EALREADY]
<3>[14136.635756] DL data not available
<3>[14136.655757] DL data not available
<3>[14136.675767] DL data not available
<3>[14136.695770] DL data not available
<3>[14136.715768] DL data not available
<3>[14136.735754] DL data not available
<3>[14137.250988] wlan: [9892:E :DAT] dxeTXCompFrame :ARP packet DMA-ed 
<3>[14137.353357] DL data not available
<3>[14137.357465] qdsp_cvp_callback: cmd = 0x112c2 returned error = 0x9
<3>[14137.357494] voice_send_vol_step_cmd: DSP returned error[ADSP_EALREADY]
<3>[14137.373360] DL data not available
<3>[14137.393363] DL data not available
<3>[14137.413358] DL data not available
<3>[14137.433355] DL data not available
<3>[14137.453357] DL data not available
<3>[14137.473397] DL data not available
<3>[14137.493353] DL data not available
<3>[14137.513357] DL data not available
<3>[14137.533358] DL data not available
<3>[14137.553354] DL data not available
<3>[14137.573350] DL data not available
<3>[14137.593369] DL data not available
<3>[14137.613361] DL data not available
<3>[14137.674462] msm8952-asoc-wcd c051000.sound: msm8952_wsa_switch_event: no wsa switch supply
<3>[14137.692341] enable_spk_ext_pa: gpio_num:96, Enable external speaker PA
<3>[14137.724358] DL data not available
<3>[14137.744361] DL data not available
<3>[14137.764371] DL data not available
<3>[14137.784372] DL data not available
<3>[14137.804373] DL data not available
<3>[14137.824354] DL data not available
<3>[14137.844385] DL data not available
<3>[14137.864364] DL data not available
<3>[14137.884357] DL data not available
<3>[14137.904363] DL data not available
<3>[14137.924377] DL data not available
<3>[14137.930924] adm_callback: cmd = 0x10328 returned error = 0x2
<3>[14137.930967] send_adm_cal_block: DSP returned error[ADSP_EBADPARAM]
<3>[14137.944369] DL data not available
<3>[14137.964358] DL data not available
<3>[14138.026727] enable_spk_ext_pa: gpio_num:96, Disable external speaker PA
<3>[14138.070962] msm8952-asoc-wcd c051000.sound: msm8952_wsa_switch_event: no wsa switch supply
<3>[14138.076825] msm8952-asoc-wcd c051000.sound: msm8952_wsa_switch_event: no wsa switch supply
<3>[14138.093601] enable_spk_ext_pa: gpio_num:96, Enable external speaker PA
<3>[14138.106161] adm_callback: cmd = 0x10328 returned error = 0x2
<3>[14138.106217] send_adm_cal_block: DSP returned error[ADSP_EBADPARAM]
<3>[14138.712390] enable_spk_ext_pa: gpio_num:96, Disable external speaker PA
<3>[14138.760998] msm8952-asoc-wcd c051000.sound: msm8952_wsa_switch_event: no wsa switch supply
<3>[14139.385112] msm8952-asoc-wcd c051000.sound: msm8952_wsa_switch_event: no wsa switch supply
<3>[14139.403053] enable_spk_ext_pa: gpio_num:96, Enable external speaker PA
<3>[14139.419070] adm_callback: cmd = 0x10328 returned error = 0x2
<3>[14139.419112] send_adm_cal_block: DSP returned error[ADSP_EBADPARAM]
<3>[14139.797272] enable_spk_ext_pa: gpio_num:96, Disable external speaker PA
<3>[14139.841038] msm8952-asoc-wcd c051000.sound: msm8952_wsa_switch_event: no wsa switch supply
<3>[14140.363096] wlan: [9892:E :DAT] dxeTXCompFrame :ARP packet DMA-ed 
<3>[14140.415053] msm8952-asoc-wcd c051000.sound: msm8952_wsa_switch_event: no wsa switch supply
<3>[14140.433181] enable_spk_ext_pa: gpio_num:96, Enable external speaker PA
<3>[14140.448937] adm_callback: cmd = 0x10328 returned error = 0x2
<3>[14140.448978] send_adm_cal_block: DSP returned error[ADSP_EBADPARAM]
<3>[14149.868550] wlan: [9892:E :DAT] dxeTXCompFrame :ARP packet DMA-ed 
<6>[14151.796848] binder: undelivered transaction 3521574, process died.
<6>[14151.797079] binder: send failed reply for transaction 3521564 to 2124:2291
<6>[14151.797608] binder: undelivered transaction 3521657, process died.
<6>[14151.798638] binder: 2124:29228 transaction failed 29189/-22, size 13620-0 line 2933
<6>[14151.800100] binder: undelivered transaction 3521656, process died.
<6>[14151.840964] binder: 2628:3315 transaction failed 29189/-22, size 648-0 line 2933
<6>[14151.843347] binder: 2628:3315 transaction failed 29189/-22, size 648-0 line 2933
<6>[14151.948938] binder: 2124:2124 transaction failed 29189/-22, size 100-0 line 2933
<6>[14151.949027] binder: 2124:2124 transaction failed 29189/-22, size 100-0 line 2933
<6>[14152.088313] msm_vidc: info: Closed video instance: 0000000000000000
<6>[14152.183646] msm_vidc: info: Closed video instance: 0000000000000000
<3>[14154.752832] enable_spk_ext_pa: gpio_num:96, Disable external speaker PA
<3>[14154.801621] msm8952-asoc-wcd c051000.sound: msm8952_wsa_switch_event: no wsa switch supply
<3>[14155.091974] wlan: [9892:E :DAT] dxeTXCompFrame :ARP packet DMA-ed 
<3>[14159.375320] wlan: [9892:E :DAT] dxeTXCompFrame :ARP packet DMA-ed 
<36>[14167.708787] type=1400 audit(1528202315.841:638): avc: denied { connectto } for pid=28420 comm="TcmReceiver" path="/dev/socket/tcm" scontext=u:r:mediaprovider:s0:c512,c768 tcontext=u:r:dpmd:s0 tclass=unix_stream_socket permissive=0 duplicate messages suppressed
<36>[14167.708812] type=1400 audit(1528202387.931:639): avc: denied { read } for pid=30625 comm="id.apps.tachyon" name="stat" dev="proc" ino=4026532312 scontext=u:r:untrusted_app_25:s0:c512,c768 tcontext=u:object_r:proc_stat:s0 tclass=file permissive=0
<36>[14168.896145] type=1400 audit(1528202387.931:639): avc: denied { read } for pid=30625 comm="id.apps.tachyon" name="stat" dev="proc" ino=4026532312 scontext=u:r:untrusted_app_25:s0:c512,c768 tcontext=u:object_r:proc_stat:s0 tclass=file permissive=0
<36>[14168.896177] type=1400 audit(1528202389.121:640): avc: denied { read } for pid=30625 comm="VideoCapturerTh" name="u:object_r:camera_prop:s0" dev="tmpfs" ino=6405 scontext=u:r:untrusted_app_25:s0:c512,c768 tcontext=u:object_r:camera_prop:s0 tclass=file permissive=0
<6>[14168.916464] msm_pm_qos_update_request: update request 100
<11>[14168.917781] selinux: avc:  denied  { set } for property=persist.camera.debug.logfile pid=2142 uid=1006 gid=1006 scontext=u:r:mm-qcamerad:s0 tcontext=u:object_r:camera_prop:s0 tclass=property_service permissive=0
<11>[14168.917781] 
<11>[14168.917866] init: sys_prop(PROP_MSG_SETPROP2): permission denied uid:1006 name:persist.camera.debug.logfile
<6>[14168.922767] msm_csid_init: CSID_VERSION = 0x30050001
<3>[14168.924277] msm_csid_irq CSID1_IRQ_STATUS_ADDR = 0x800
<6>[14168.935917] MSM-CPP cpp_init_hardware:1005 CPP HW Version: 0x40030003
<3>[14168.935936] MSM-CPP cpp_init_hardware:1023 stream_cnt:0
<6>[14168.947882] msm_pm_qos_update_request: update request -1
<6>[14168.969578] msm_cci_init:1434: hw_version = 0x10020005
<3>[14168.990976] wlan: [9892:E :DAT] dxeTXCompFrame :ARP packet DMA-ed 
<3>[14169.231229] msm_csid_irq CSID1_IRQ_STATUS_ADDR = 0x800
<3>[14169.701370] wlan: [9892:E :DAT] dxeTXCompFrame :ARP packet DMA-ed 
<3>[14174.231074] wlan: [9892:E :DAT] dxeTXCompFrame :ARP packet DMA-ed 
<3>[14178.490515] wlan: [9892:E :DAT] dxeTXCompFrame :ARP packet DMA-ed 
<3>[14188.095155] wlan: [9892:E :DAT] dxeTXCompFrame :ARP packet DMA-ed 
<36>[14190.632467] type=1400 audit(1528202389.121:640): avc: denied { read } for pid=30625 comm="VideoCapturerTh" name="u:object_r:camera_prop:s0" dev="tmpfs" ino=6405 scontext=u:r:untrusted_app_25:s0:c512,c768 tcontext=u:object_r:camera_prop:s0 tclass=file permissive=0
<36>[14190.632491] type=1400 audit(1528202410.861:641): avc: denied { execute } for pid=30825 comm="id.apps.tachyon" name="thermal-engine" dev="dm-1" ino=297 scontext=u:r:untrusted_app_25:s0:c512,c768 tcontext=u:object_r:thermal-engine_exec:s0 tclass=file permissive=0
<36>[14190.655983] type=1400 audit(1528202410.861:641): avc: denied { execute } for pid=30825 comm="id.apps.tachyon" name="thermal-engine" dev="dm-1" ino=297 scontext=u:r:untrusted_app_25:s0:c512,c768 tcontext=u:object_r:thermal-engine_exec:s0 tclass=file permissive=0
<36>[14190.656009] type=1400 audit(1528202410.881:642): avc: denied { execute } for pid=30832 comm="id.apps.tachyon" name="thermal-engine" dev="dm-1" ino=297 scontext=u:r:untrusted_app_25:s0:c512,c768 tcontext=u:object_r:thermal-engine_exec:s0 tclass=file permissive=0
<3>[14191.056476] msm8952-asoc-wcd c051000.sound: msm8952_wsa_switch_event: no wsa switch supply
<3>[14191.073593] enable_spk_ext_pa: gpio_num:96, Enable external speaker PA
<3>[14191.092442] adm_callback: cmd = 0x10328 returned error = 0x2
<3>[14191.092479] send_adm_cal_block: DSP returned error[ADSP_EBADPARAM]
<3>[14191.496653] enable_spk_ext_pa: gpio_num:96, Disable external speaker PA
<3>[14191.540969] msm8952-asoc-wcd c051000.sound: msm8952_wsa_switch_event: no wsa switch supply
<36>[14196.108811] type=1400 audit(1528202410.881:642): avc: denied { execute } for pid=30832 comm="id.apps.tachyon" name="thermal-engine" dev="dm-1" ino=297 scontext=u:r:untrusted_app_25:s0:c512,c768 tcontext=u:object_r:thermal-engine_exec:s0 tclass=file permissive=0
<36>[14196.108839] type=1400 audit(1528202416.331:643): avc: denied { read } for pid=30625 comm="VideoCapturerTh" name="u:object_r:camera_prop:s0" dev="tmpfs" ino=6405 scontext=u:r:untrusted_app_25:s0:c512,c768 tcontext=u:object_r:camera_prop:s0 tclass=file permissive=0
<6>[14196.159877] msm_pm_qos_update_request: update request 100
<11>[14196.161690] selinux: avc:  denied  { set } for property=persist.camera.debug.logfile pid=2142 uid=1006 gid=1006 scontext=u:r:mm-qcamerad:s0 tcontext=u:object_r:camera_prop:s0 tclass=property_service permissive=0
<11>[14196.161690] 
<11>[14196.161772] init: sys_prop(PROP_MSG_SETPROP2): permission denied uid:1006 name:persist.camera.debug.logfile
<6>[14196.178085] msm_csid_init: CSID_VERSION = 0x30050001
<3>[14196.181659] msm_csid_irq CSID1_IRQ_STATUS_ADDR = 0x800
<6>[14196.198668] MSM-CPP cpp_init_hardware:1005 CPP HW Version: 0x40030003
<3>[14196.198687] MSM-CPP cpp_init_hardware:1023 stream_cnt:0
<6>[14196.216067] msm_cci_init:1434: hw_version = 0x10020005
<6>[14196.268480] msm_pm_qos_update_request: update request -1
<3>[14196.402532] msm_csid_irq CSID1_IRQ_STATUS_ADDR = 0x800
<6>[14196.698310] msm_vidc: info: Opening video instance: 0000000000000000, 0
<6>[14196.702318] subsys-restart: __subsystem_get(): Changing subsys fw_name to venus
<14>[14196.710257] ueventd: firmware: loading 'venus.mdt' for '/devices/soc/1de0000.qcom,venus/firmware/venus.mdt'
<14>[14196.711144] ueventd: loading /devices/soc/1de0000.qcom,venus/firmware/venus.mdt took 1ms
<6>[14196.738709] subsys-pil-tz 1de0000.qcom,venus: venus: loading from 0x000000008f800000 to 0x000000008fd00000
<14>[14196.769604] ueventd: firmware: loading 'venus.b02' for '/devices/soc/1de0000.qcom,venus/firmware/venus.b02'
<14>[14196.784716] ueventd: loading /devices/soc/1de0000.qcom,venus/firmware/venus.b02 took 15ms
<14>[14196.788468] ueventd: firmware: loading 'venus.b03' for '/devices/soc/1de0000.qcom,venus/firmware/venus.b03'
<14>[14196.792660] ueventd: loading /devices/soc/1de0000.qcom,venus/firmware/venus.b03 took 4ms
<14>[14196.797135] ueventd: firmware: loading 'venus.b04' for '/devices/soc/1de0000.qcom,venus/firmware/venus.b04'
<14>[14196.797591] ueventd: loading /devices/soc/1de0000.qcom,venus/firmware/venus.b04 took 0ms
<6>[14196.836552] subsys-pil-tz 1de0000.qcom,venus: venus: Brought out of reset
<3>[14197.600984] wlan: [9892:E :DAT] dxeTXCompFrame :ARP packet DMA-ed 
<6>[14198.015314] msm_vidc: info: Closed video instance: 0000000000000000
<3>[14207.105507] wlan: [9892:E :DAT] dxeTXCompFrame :ARP packet DMA-ed 
<14>[14210.573989] init: starting service 'bugreport'...
