##DateTime MemTotal: MemFree: Cached: 
02-05-2018_10-47-10 2803616 208716 263720 
02-05-2018_10-47-11 2803616 208684 263724 
02-05-2018_10-47-11 2803616 207916 263788 
02-05-2018_10-47-12 2803616 207104 263792 
02-05-2018_10-47-13 2803616 207092 263792 
02-05-2018_10-47-13 2803616 206716 263796 
02-05-2018_10-47-14 2803616 206592 263800 
02-05-2018_10-47-15 2803616 206716 263800 
02-05-2018_10-47-15 2803616 215044 263804 
02-05-2018_10-47-16 2803616 215552 263808 
02-05-2018_10-47-16 2803616 215180 263868 
02-05-2018_10-47-17 2803616 214220 263872 
02-05-2018_10-47-18 2803616 214308 263876 
02-05-2018_10-47-18 2803616 213752 263876 
02-05-2018_10-47-19 2803616 213680 263880 
02-05-2018_10-47-20 2803616 213716 263912 
02-05-2018_10-47-20 2803616 213704 263876 
02-05-2018_10-47-21 2803616 213840 263880 
02-05-2018_10-47-21 2803616 213704 263960 
02-05-2018_10-47-22 2803616 211360 265144 
02-05-2018_10-47-23 2803616 211608 265148 
02-05-2018_10-47-23 2803616 210864 265152 
02-05-2018_10-47-24 2803616 210860 265156 
02-05-2018_10-47-25 2803616 210860 265156 
02-05-2018_10-47-25 2803616 210736 265168 
02-05-2018_10-47-26 2803616 209736 265172 
02-05-2018_10-47-26 2803616 210404 265264 
02-05-2018_10-47-27 2803616 209824 265268 
02-05-2018_10-47-28 2803616 210104 265272 
02-05-2018_10-47-28 2803616 209324 265276 
02-05-2018_10-47-29 2803616 209196 265312 
02-05-2018_10-47-30 2803616 200024 267216 
02-05-2018_10-47-30 2803616 197164 267520 
02-05-2018_10-47-31 2803616 196652 267524 
02-05-2018_10-47-32 2803616 196176 267524 
02-05-2018_10-47-32 2803616 195920 267528 
02-05-2018_10-47-33 2803616 195272 267976 
02-05-2018_10-47-33 2803616 194740 267976 
02-05-2018_10-47-34 2803616 194028 267980 
02-05-2018_10-47-35 2803616 191956 270304 
02-05-2018_10-47-35 2803616 191384 270304 
02-05-2018_10-47-36 2803616 191012 270308 
02-05-2018_10-47-37 2803616 191384 270312 
02-05-2018_10-47-37 2803616 188640 271288 
02-05-2018_10-47-38 2803616 188236 271292 
02-05-2018_10-47-38 2803616 186348 271416 
02-05-2018_10-47-39 2803616 186348 271420 
02-05-2018_10-47-40 2803616 185852 271420 
02-05-2018_10-47-40 2803616 186380 271480 
02-05-2018_10-47-41 2803616 186076 271484 
02-05-2018_10-47-42 2803616 185716 271484 
02-05-2018_10-47-42 2803616 185868 271488 
02-05-2018_10-47-43 2803616 185208 271492 
02-05-2018_10-47-43 2803616 148320 307004 
02-05-2018_10-47-44 2803616 78092 368016 
02-05-2018_10-47-45 2803616 36724 395800 
02-05-2018_10-47-45 2803616 37468 394156 
02-05-2018_10-47-46 2803616 36104 394160 
02-05-2018_10-47-47 2803616 36428 394168 
02-05-2018_10-47-47 2803616 36092 394208 
02-05-2018_10-47-48 2803616 40492 396428 
02-05-2018_10-47-49 2803616 35984 376980 
02-05-2018_10-47-49 2803616 39364 348376 
02-05-2018_10-47-50 2803616 37952 351556 
02-05-2018_10-47-50 2803616 46144 353380 
02-05-2018_10-47-51 2803616 45524 353380 
02-05-2018_10-47-52 2803616 45028 353384 
02-05-2018_10-47-52 2803616 43712 354516 
02-05-2018_10-47-53 2803616 51052 356252 
02-05-2018_10-47-54 2803616 51452 356504 
02-05-2018_10-47-54 2803616 50908 356540 
02-05-2018_10-47-55 2803616 48520 357496 
02-05-2018_10-47-56 2803616 44388 360356 
02-05-2018_10-47-56 2803616 44196 360356 
02-05-2018_10-47-57 2803616 43588 360344 
02-05-2018_10-47-58 2803616 43308 360356 
02-05-2018_10-47-58 2803616 42828 360360 
02-05-2018_10-47-59 2803616 43076 360360 
02-05-2018_10-47-59 2803616 42828 360360 
02-05-2018_10-48-00 2803616 42024 360392 
02-05-2018_10-48-01 2803616 42272 360392 
02-05-2018_10-48-01 2803616 42148 360392 
02-05-2018_10-48-02 2803616 42416 360404 
02-05-2018_10-48-03 2803616 43424 360408 
02-05-2018_10-48-03 2803616 43272 360408 
02-05-2018_10-48-04 2803616 43136 360404 
02-05-2018_10-48-05 2803616 43084 360408 
02-05-2018_10-48-05 2803616 42228 361032 
02-05-2018_10-48-06 2803616 41856 361032 
02-05-2018_10-48-06 2803616 41360 361036 
02-05-2018_10-48-07 2803616 42872 361036 
02-05-2018_10-48-08 2803616 42420 361036 
02-05-2018_10-48-08 2803616 42460 361036 
02-05-2018_10-48-09 2803616 41988 361068 
02-05-2018_10-48-10 2803616 41980 361068 
02-05-2018_10-48-10 2803616 41972 361068 
02-05-2018_10-48-11 2803616 41476 361068 
02-05-2018_10-48-12 2803616 41052 361072 
02-05-2018_10-48-12 2803616 40980 361072 
02-05-2018_10-48-13 2803616 39988 361072 
02-05-2018_10-48-13 2803616 40112 361072 
02-05-2018_10-48-14 2803616 39988 361076 
02-05-2018_10-48-15 2803616 39788 361076 
02-05-2018_10-48-15 2803616 39960 361076 
02-05-2018_10-48-16 2803616 39604 361080 
02-05-2018_10-48-17 2803616 39604 361080 
02-05-2018_10-48-17 2803616 39232 361080 
02-05-2018_10-48-18 2803616 38984 361080 
02-05-2018_10-48-19 2803616 38700 361080 
02-05-2018_10-48-19 2803616 38436 361080 
02-05-2018_10-48-20 2803616 37672 361080 
02-05-2018_10-48-21 2803616 37540 361084 
02-05-2018_10-48-21 2803616 46224 361084 
02-05-2018_10-48-22 2803616 46204 361084 
02-05-2018_10-48-22 2803616 45752 361084 
02-05-2018_10-48-23 2803616 45624 361084 
02-05-2018_10-48-24 2803616 45184 361084 
02-05-2018_10-48-24 2803616 45608 361084 
02-05-2018_10-48-25 2803616 45256 361084 
02-05-2018_10-48-26 2803616 45060 361088 
02-05-2018_10-48-26 2803616 44636 361088 
02-05-2018_10-48-27 2803616 44496 361088 
02-05-2018_10-48-28 2803616 44492 361088 
02-05-2018_10-48-28 2803616 43464 361120 
02-05-2018_10-48-29 2803616 43592 361120 
02-05-2018_10-48-29 2803616 42388 361312 
02-05-2018_10-48-30 2803616 38756 364600 
02-05-2018_10-48-31 2803616 38136 364600 
02-05-2018_10-48-31 2803616 37764 364600 
02-05-2018_10-48-32 2803616 37020 364600 
02-05-2018_10-48-33 2803616 36720 364600 
02-05-2018_10-48-33 2803616 36648 364600 
02-05-2018_10-48-34 2803616 35780 364596 
02-05-2018_10-48-35 2803616 35840 364600 
02-05-2018_10-48-35 2803616 38580 362880 
02-05-2018_10-48-36 2803616 38508 362880 
02-05-2018_10-48-36 2803616 38616 362880 
02-05-2018_10-48-37 2803616 38120 362908 
02-05-2018_10-48-38 2803616 37768 362912 
02-05-2018_10-48-38 2803616 37376 362912 
02-05-2018_10-48-39 2803616 37128 362912 
02-05-2018_10-48-40 2803616 36632 362912 
02-05-2018_10-48-40 2803616 36508 362912 
02-05-2018_10-48-41 2803616 36460 362908 
02-05-2018_10-48-42 2803616 36680 362912 
02-05-2018_10-48-42 2803616 35392 363044 
02-05-2018_10-48-43 2803616 37376 361052 
02-05-2018_10-48-43 2803616 37748 361084 
02-05-2018_10-48-44 2803616 37252 361084 
02-05-2018_10-48-45 2803616 37196 361084 
02-05-2018_10-48-45 2803616 37772 361156 
02-05-2018_10-48-46 2803616 37276 361156 
02-05-2018_10-48-47 2803616 37400 361156 
02-05-2018_10-48-47 2803616 36656 361160 
02-05-2018_10-48-48 2803616 36232 361164 
02-05-2018_10-48-49 2803616 35912 361160 
02-05-2018_10-48-49 2803616 35664 361172 
02-05-2018_10-48-50 2803616 37524 359160 
02-05-2018_10-48-51 2803616 38144 359160 
02-05-2018_10-48-51 2803616 37896 359164 
02-05-2018_10-48-52 2803616 37472 359164 
02-05-2018_10-48-52 2803616 36780 359196 
02-05-2018_10-48-53 2803616 35912 359196 
02-05-2018_10-48-54 2803616 36284 359196 
02-05-2018_10-48-54 2803616 36160 359196 
02-05-2018_10-48-55 2803616 44188 359316 
02-05-2018_10-48-56 2803616 44232 359316 
02-05-2018_10-48-56 2803616 44380 359316 
02-05-2018_10-48-57 2803616 43812 359300 
02-05-2018_10-48-58 2803616 43276 359320 
02-05-2018_10-48-58 2803616 42992 359320 
02-05-2018_10-48-59 2803616 42724 359320 
02-05-2018_10-48-59 2803616 42620 359320 
02-05-2018_10-49-00 2803616 42416 359320 
02-05-2018_10-49-01 2803616 42612 359320 
02-05-2018_10-49-01 2803616 42440 359320 
02-05-2018_10-49-02 2803616 41500 359324 
02-05-2018_10-49-03 2803616 40632 359324 
02-05-2018_10-49-03 2803616 40756 359324 
02-05-2018_10-49-04 2803616 40384 359320 
02-05-2018_10-49-05 2803616 40508 359324 
02-05-2018_10-49-05 2803616 40332 359328 
02-05-2018_10-49-06 2803616 40384 359328 
02-05-2018_10-49-06 2803616 39516 359332 
02-05-2018_10-49-07 2803616 39268 359332 
02-05-2018_10-49-08 2803616 39020 359396 
02-05-2018_10-49-08 2803616 38524 359396 
02-05-2018_10-49-09 2803616 38152 359396 
02-05-2018_10-49-10 2803616 38152 359400 
02-05-2018_10-49-10 2803616 37976 359400 
02-05-2018_10-49-11 2803616 37904 359400 
02-05-2018_10-49-12 2803616 37656 359400 
02-05-2018_10-49-12 2803616 37176 359400 
02-05-2018_10-49-13 2803616 37124 359400 
02-05-2018_10-49-14 2803616 37052 359404 
02-05-2018_10-49-14 2803616 36292 359404 
02-05-2018_10-49-15 2803616 35936 359404 
02-05-2018_10-49-15 2803616 35812 359404 
02-05-2018_10-49-16 2803616 35812 359404 
02-05-2018_10-49-17 2803616 35564 359404 
02-05-2018_10-49-17 2803616 37940 356524 
02-05-2018_10-49-18 2803616 38292 356528 
02-05-2018_10-49-19 2803616 37796 356528 
02-05-2018_10-49-19 2803616 37920 356528 
02-05-2018_10-49-20 2803616 37672 356528 
02-05-2018_10-49-21 2803616 37992 356528 
02-05-2018_10-49-21 2803616 37424 356528 
02-05-2018_10-49-22 2803616 37300 356528 
02-05-2018_10-49-22 2803616 36928 356532 
02-05-2018_10-49-23 2803616 36556 356532 
02-05-2018_10-49-24 2803616 36504 356532 
02-05-2018_10-49-24 2803616 35688 356532 
02-05-2018_10-49-25 2803616 35564 356532 
02-05-2018_10-49-26 2803616 35564 356532 
02-05-2018_10-49-26 2803616 37300 354572 
02-05-2018_10-49-27 2803616 37052 354576 
02-05-2018_10-49-28 2803616 37084 354608 
02-05-2018_10-49-28 2803616 36836 354608 
02-05-2018_10-49-29 2803616 45144 354608 
02-05-2018_10-49-30 2803616 45056 358884 
02-05-2018_10-49-30 2803616 83164 362924 
02-05-2018_10-49-31 2803616 117544 372592 
02-05-2018_10-49-32 2803616 794068 381488 
02-05-2018_10-49-32 2803616 1155976 397244 
02-05-2018_10-49-33 2803616 1221932 397244 
